course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,profit,year,month,clean_course_title
Learn By Example: PHP For Dynamic Websites,1,50,1439,10,77,1,13.0,71950,2016,4,Learn Example PHP Dynamic Websites
Learn ReactJS: Code Like A Facebook Developer,1,20,1948,72,45,2,5.0,38960,2015,8,Learn ReactJS Code Like Facebook Developer
Learn to Build Web Apps using D3JS,1,40,841,99,29,0,3.5,33640,2015,12,Learn Build Web Apps D3JS
How to create awesome website and e-commerce in 1 hour,1,20,937,4,10,0,1.0,18740,2016,7,create awesome website ecommerce 1 hour
Joomla for Beginners - Learn how to build a website with CMS,1,95,583,7,35,1,3.5,55385,2017,1,Joomla Beginners  Learn build website CMS
Learning Drupal 8,1,50,577,97,101,0,9.5,28850,2016,5,Learning Drupal 8
Learn How To Build a Web Application Without Coding,0,0,9364,311,10,1,0.5333333333333333,0,2015,3,Learn Build Web Application Coding
Rock Solid Wordpress Security - Secure Web Development,0,0,5052,92,23,0,1.5,0,2014,12,Rock Solid Wordpress Security  Secure Web Development
Mastering JavaScript,1,95,694,39,39,3,4.0,65930,2015,9,Mastering JavaScript
PHP Laravel 5:Creating a CRUD application,1,45,511,12,7,0,0.55,22995,2016,11,PHP Laravel 5Creating CRUD application
XQUERY :basics for beginners,1,40,937,2,6,0,0.6333333333333333,37480,2016,9,XQUERY basics beginners
PHP Development with the Laravel Framework,1,50,1611,24,20,0,3.5,80550,2014,3,PHP Development Laravel Framework
WordPress Development - Themes and Plugins Complete Guide,1,200,103,11,72,0,5.5,20600,2017,6,WordPress Development  Themes Plugins Complete Guide
Basic JavaScript: Build 4 Basic JavaScript Projects,1,40,670,33,37,1,4.5,26800,2016,2,Basic JavaScript Build 4 Basic JavaScript Projects
HTML and CSS for Beginning Web Developers,1,100,1606,28,73,1,9.0,160600,2013,12,HTML CSS Beginning Web Developers
Popular JavaScript Framework:Learn The Language Of Angular 2,1,200,260,22,64,1,11.0,52000,2016,11,Popular JavaScript FrameworkLearn Language Angular 2
The Ultimate Guide to the Best WordPress Plugins Part 1,1,50,122,10,116,0,10.5,6100,2017,2,Ultimate Guide Best WordPress Plugins 1
XSLT :basics for beginners,1,35,877,6,7,0,0.5333333333333333,30695,2016,9,XSLT basics beginners
The Complete Wordpress Plugin Development Course - 8 Plugins,1,200,1215,58,33,0,2.5,243000,2013,5,Complete Wordpress Plugin Development Course  8 Plugins
JSON Crash Course for Beginners,1,45,3323,90,7,1,0.6333333333333333,149535,2017,1,JSON Crash Course Beginners
You can create Incredible Websites with HTML CSS learn how,1,100,11892,50,28,0,2.5,1189200,2015,9,create Incredible Websites HTML CSS learn
JavaScript Tricks how to create code projects from scratch,1,75,15106,31,16,0,1.5,1132950,2015,10,JavaScript Tricks create code projects scratch
The Sass Course! Learn Sass for Real-World Websites,1,95,975,141,18,0,3.5,92625,2016,12,Sass Course Learn Sass RealWorld Websites
Web Design How to Create a Website HTML CSS Bootstrap,1,75,5263,29,29,1,2.0,394725,2016,9,Web Design Create Website HTML CSS Bootstrap
Master Angular 4 by Example - Build 7 Awesome Apps!,1,195,596,32,84,0,8.0,116220,2017,5,Master Angular 4 Example  Build 7 Awesome Apps
Create A Custom Responsive WordPress Website For A Client,1,95,7517,89,47,0,4.5,714115,2014,4,Create Custom Responsive WordPress Website Client
Mastering HTML5 Programming - The Easier Way,1,75,21653,138,35,0,7.0,1623975,2013,1,Mastering HTML5 Programming  Easier Way
How to Launch Your Own Website Builder Service,1,20,9028,87,12,1,1.5,180560,2015,7,Launch Website Builder Service
Getting Started with HTML,1,40,7375,52,17,1,1.5,295000,2016,3,Getting Started HTML
Spring Framework 4 (Java Enterprise JEE) with AngularJS,1,95,5177,318,70,0,13.5,491815,2015,9,Spring Framework 4 Java Enterprise JEE AngularJS
Build A Weather App With Ajax Using Open Weather Map API,1,20,6548,44,38,0,4.0,130960,2016,12,Build Weather App Ajax Open Weather Map API
Essentials of JavaScript Practice Coding Exercises Tips,1,80,28125,115,21,1,2.0,2250000,2015,9,Essentials JavaScript Practice Coding Exercises Tips
Learn and Earn with HTML & CSS,1,20,9349,206,69,0,4.0,186980,2016,3,Learn Earn HTML  CSS
Get started Creating Websites Everything you need provided,1,100,14260,44,43,1,3.0,1426000,2015,9,started Creating Websites need provided
JavaScript in Action JavaScript Projects,1,150,7720,58,17,1,1.5,1158000,2016,3,JavaScript Action JavaScript Projects
Modern Web Development with Laravel 5.2 (PHP Framework),1,120,2142,536,71,0,12.0,257040,2016,1,Modern Web Development Laravel 52 PHP Framework
Programming for Entrepreneurs - JavaScript,1,200,12873,106,38,1,2.5,2574600,2013,11,Programming Entrepreneurs  JavaScript
Create a Website from Scratch using HTML CSS step by step,1,75,12882,95,20,1,1.5,966150,2015,11,Create Website Scratch HTML CSS step step
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,1,195,12368,89,26,0,3.5,2411760,2015,11,Complete AJAX Course Learn AJAX Techniques Bootstrap
Learn jQuery by Example Course,1,170,8625,94,73,1,5.0,1466250,2016,4,Learn jQuery Example Course
Bootstrap 4 Theme Development Masterclass,1,150,2641,28,15,0,0.65,396150,2017,2,Bootstrap 4 Theme Development Masterclass
Wordpress Theme Development for Beginners,1,20,1052,14,47,0,8.0,21040,2017,5,Wordpress Theme Development Beginners
Web Design Creating websites from scratch,1,75,13920,64,28,1,2.0,1044000,2016,9,Web Design Creating websites scratch
HTML Learning the Basics Intro to HTML website coding,1,20,7416,65,14,1,0.65,148320,2015,5,HTML Learning Basics Intro HTML website coding
Learn how to use Javascript Components with PHP and Symfony,1,90,1822,4,25,0,2.0,163980,2017,6,Learn use Javascript Components PHP Symfony
So you think you know JavaScript?,1,50,1010,154,25,0,6.0,50500,2016,5,think know JavaScript
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,1,110,1425,36,34,0,5.5,156750,2016,9,Learn Nodejs building Udemy Stripe  MailChimp  Wistia
Learn jQuery: An In-depth Course For Beginners,1,50,7014,95,62,0,4.5,350700,2011,11,Learn jQuery Indepth Course Beginners
JavaScript for Beginning Web Developers,1,75,7785,416,33,1,4.5,583875,2014,1,JavaScript Beginning Web Developers
JQuery Create Overlay Popups from scratch using Jquery,1,50,4407,17,29,0,2.5,220350,2015,12,JQuery Create Overlay Popups scratch Jquery
Vue JS 2: From Beginner to Professional,1,145,602,93,214,0,15.5,87290,2016,12,Vue JS 2 Beginner Professional
Ultimate AngularJS: Build a Real-World App from Scratch,1,100,1712,438,49,0,5.5,171200,2016,2,Ultimate AngularJS Build RealWorld App Scratch
Wordpress Site Migration,1,20,1894,40,35,0,1.5,37880,2016,7,Wordpress Site Migration
introduction to HTML Course,1,20,3258,32,16,1,2.0,65160,2016,5,introduction HTML Course
Create Single Page Website using Twitter Bootstrap 3,1,20,7449,111,13,2,1.0,148980,2014,4,Create Single Page Website Twitter Bootstrap 3
The All-In-One Web Development Course,1,85,538,13,113,0,18.5,45730,2017,4,AllInOne Web Development Course
Code a Responsive Website Using HTML5 and CSS for Beginners,1,50,1271,136,110,1,7.5,63550,2014,1,Code Responsive Website HTML5 CSS Beginners
AngularJS for the Real World - Learn by creating a WebApp,1,115,1407,137,69,0,7.0,161805,2015,9,AngularJS Real World  Learn creating WebApp
Wordpress Tutorial   ,1,200,2311,8,44,0,1.5,462200,2014,12,Wordpress Tutorial
Create a REAL Social Network like Facebook in PHP + MySQL,1,45,1002,178,174,0,16.5,45090,2016,9,Create REAL Social Network like Facebook PHP  MySQL
Advanced Node.js Development,1,55,2565,32,41,3,3.0,141075,2014,8,Advanced Nodejs Development
ASP.NET MVC 5 Project - Facebook Clone,1,30,210,19,41,0,5.0,6300,2017,2,ASPNET MVC 5 Project  Facebook Clone
Bootstrap For Beginners: A  Basic Introduction,1,55,1186,14,9,1,0.6666666666666666,65230,2015,11,Bootstrap Beginners Basic Introduction
jQuery for Beginners,1,20,1421,17,36,0,4.0,28420,2015,11,jQuery Beginners
JavaScript Basics For Web Developers,1,20,958,14,17,1,1.0,19160,2016,7,JavaScript Basics Web Developers
Learn PHP from Scratch,1,50,1550,25,27,1,1.5,77500,2015,7,Learn PHP Scratch
Learn Express,1,25,1309,60,14,2,1.5,32725,2015,6,Learn Express
"Build A Web App with VueJS, Spring Framework and MongoDB",1,145,251,32,25,0,3.5,36395,2016,11,Build Web App VueJS Spring Framework MongoDB
Zend Framework 2: Learn the PHP framework ZF2 from scratch,1,40,723,130,37,0,6.5,28920,2015,11,Zend Framework 2 Learn PHP framework ZF2 scratch
Improved SEO with Rich Snippets and MicroData,0,0,11026,228,13,2,1.0,0,2014,6,Improved SEO Rich Snippets MicroData
X theme for WordPress: Responsive web design without code!,1,20,1318,81,55,0,7.0,26360,2015,3,X theme WordPress Responsive web design code
Become a HTML and CSS Developer - Build a Responsive Site,0,0,3894,91,29,1,2.0,0,2016,5,HTML CSS Developer  Build Responsive Site
How to Make a Wordpress Website 2017,0,0,12293,235,18,0,3.0,0,2015,1,Wordpress Website 2017
Install Wordpress,1,20,1447,35,7,1,0.6666666666666666,28940,2015,11,Install Wordpress
CSS Specialist: Comprehensive CSS Training,1,100,487,31,52,1,6.0,48700,2016,8,CSS Specialist Comprehensive CSS Training
Introduction to Laravel 4,0,0,9110,411,22,0,2.5,0,2014,9,Introduction Laravel 4
Introduction to Elm,0,0,1519,28,20,2,1.0,0,2017,5,Introduction Elm
Learn to Freelance with People Per hour  (URDU),1,20,948,48,8,0,0.6,18960,2015,9,Learn Freelance People hour URDU
Learn Wordpress 4 from Scratch : Create Awesome Websites,1,75,2023,8,25,0,2.0,151725,2015,8,Learn Wordpress 4 Scratch  Create Awesome Websites
Amazon Alexa Development: From Beginner to Intermediate,1,140,1858,110,52,0,2.5,260120,2016,12,Amazon Alexa Development Beginner Intermediate
The Build a SAAS App with Flask Course,1,40,2244,365,168,0,10.0,89760,2016,6,Build SAAS App Flask Course
Learn JSON with JavaScript Objects and APIs in 1 hour,1,95,3619,93,19,2,1.0,343805,2016,10,Learn JSON JavaScript Objects APIs 1 hour
1 Hour JavaScript,1,200,22999,602,18,1,1.0,4599800,2013,7,1 Hour JavaScript
Building An E-Commerce Store Using Java Spring Framework,1,95,2743,589,61,0,14.5,260585,2016,2,Building ECommerce Store Java Spring Framework
Typescript Masterclass & FREE E-Book,1,150,1229,139,108,0,7.5,184350,2016,11,Typescript Masterclass  FREE EBook
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,1,100,3701,508,125,0,10.5,370100,2015,8,PHP MVC Framework CodeIgniter Tutorial Beginners Project
JavaScript - Become Higly Paid Front End Developer,1,105,710,137,49,1,3.5,74550,2017,4,JavaScript  Higly Paid End Developer
Object Oriented Programming (OOP) in PHP - Build An OOP Site,1,20,6588,721,36,0,2.0,131760,2014,6,Object Oriented Programming OOP PHP  Build OOP Site
Beginners Introduction to Web Development,1,200,7331,55,18,1,1.5,1466200,2017,2,Beginners Introduction Web Development
Django + AngularJS for a Powerful Web Application,1,95,4463,59,36,2,5.5,423985,2016,10,Django  AngularJS Powerful Web Application
WordPress Academy: Learn WordPress step by step,1,150,1873,360,79,1,7.5,280950,2016,7,WordPress Academy Learn WordPress step step
Web Development Essential Skills - Complete HTML and CSS,1,95,1388,11,58,0,7.0,131860,2015,9,Web Development Essential Skills  Complete HTML CSS
Byte-Sized-Chunks: Closures in Javascript,1,20,1292,2,12,0,2.0,25840,2016,3,ByteSizedChunks Closures Javascript
Laravel Account Activation Project,1,50,1147,19,19,0,2.5,57350,2016,12,Laravel Account Activation Project
WordPress: Create an Amazing Website With Ease,1,200,1109,13,24,0,2.5,221800,2016,5,WordPress Create Amazing Website Ease
Mastering the Google Chrome Developer Tools,1,20,2002,41,31,0,0.6666666666666666,40040,2015,4,Mastering Google Chrome Developer Tools
Kali Linux Web App Testing,1,75,876,48,29,0,3.0,65700,2015,6,Kali Linux Web App Testing
Learn Ruby Programming The Easy Way - Lite,1,20,1186,12,7,0,0.5666666666666667,23720,2016,2,Learn Ruby Programming Easy Way  Lite
"Web Scraping with Python, Ruby & import. io",1,75,973,50,46,0,4.5,72975,2015,8,Web Scraping Python Ruby  import io
Sending email with PHP: from Basic to Advanced,1,40,379,58,45,0,2.0,15160,2016,6,Sending email PHP Basic Advanced
WordPress 2016 for Beginners : Build awesome websites!,1,20,2177,13,43,0,4.0,43540,2015,7,WordPress 2016 Beginners  Build awesome websites
Learn to make websites with Google's Material Design Lite,1,20,1063,72,84,0,5.5,21260,2015,7,Learn websites Googles Material Design Lite
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,1,35,1309,74,43,0,5.0,45815,2015,3,Joomla 3  Develop Professional Website 3 Simple Steps
Complete Python Web Course: Build 8 Python Web Apps,1,110,7489,941,173,0,16.0,823790,2015,11,Complete Python Web Course Build 8 Python Web Apps
Web Design for Beginners: Real World Coding in HTML & CSS,1,100,9103,1724,58,0,9.0,910300,2014,9,Web Design Beginners Real World Coding HTML  CSS
Ethereum Developer: Build A Decentralised Blockchain App,1,195,3169,527,38,0,3.5,617955,2016,9,Ethereum Developer Build Decentralised Blockchain App
The Complete Web Development Course -  Build 15 Projects,1,200,7501,1213,384,0,76.5,1500200,2015,11,Complete Web Development Course  Build 15 Projects
Angular 2 + Rails 5 Bootcamp,1,150,1967,372,60,2,9.0,295050,2016,11,Angular 2  Rails 5 Bootcamp
Javascript - From Beginner to Pro-Build real world JS apps,1,195,28694,688,77,1,11.5,5595330,2016,12,Javascript  Beginner ProBuild real world JS apps
Redux in Angular (2 and 4+),1,70,909,16,13,2,1.5,63630,2017,6,Redux Angular 2 4
The complete JavaScript developer: MEAN stack zero-to-hero,1,75,4820,983,53,0,11.5,361500,2015,12,complete JavaScript developer MEAN stack zerotohero
Running a Web Development Business: The Complete Guide,1,150,24575,525,98,0,19.5,3686250,2015,8,Running Web Development Business Complete Guide
Projects In JavaScript & JQuery,1,60,9109,620,50,0,9.0,546540,2014,10,Projects JavaScript  JQuery
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,1,50,18818,407,80,0,11.0,940900,2014,6,Learn Build Beautiful HTML5 CSS3 Websites 1 Month
"Full stack Universal React with Redux, Node js and MongoDB",1,195,1121,174,62,2,5.0,218595,2017,5,stack Universal React Redux Node js MongoDB
Creating an MP3 Player with HTML5,1,20,14551,169,14,0,1.5,291020,2013,1,Creating MP3 Player HTML5
Be a Bootstrap Developer from scratch,1,100,5800,185,32,1,3.5,580000,2015,7,Bootstrap Developer scratch
Create Your First Wordpress Site in Under an Hour,1,20,4867,128,12,1,1.0,97340,2016,3,Create Wordpress Site Hour
Learn Coding as RF or Telecom Engineer - Build Real Program,1,25,1006,4,8,1,2.0,25150,2017,6,Learn Coding RF Telecom Engineer  Build Real Program
Creating FaceBook Design Using Bootstrap - Handson Project,1,80,4616,20,19,0,2.0,369280,2016,12,Creating FaceBook Design Bootstrap  Handson Project
Building HTML5 Canvas projects from scratch,1,100,8968,35,25,1,2.0,896800,2016,3,Building HTML5 Canvas projects scratch
Learn How To Become a Web Developer From Scratch,1,200,7062,72,172,1,11.0,1412400,2017,5,Learn Web Developer Scratch
"Earn Big Profits With Web Development, Simple and Easy!",1,90,3073,27,13,1,1.5,276570,2017,1,Earn Big Profits Web Development Simple Easy
BDD with Ruby on Rails using RSpec 3 and Capybara,1,175,2706,179,103,0,13.0,473550,2015,8,BDD Ruby Rails RSpec 3 Capybara
Learn By Example: jQuery,1,50,1702,49,78,0,7.0,85100,2016,9,Learn Example jQuery
Professional Python Web Development Using Flask,1,120,3420,489,102,1,14.5,410400,2015,3,Professional Python Web Development Flask
JavaScript HTML CSS Project make a Quiz Tutorial,1,95,7130,39,24,0,2.0,677350,2015,8,JavaScript HTML CSS Project Quiz Tutorial
Voiceover Audio Secrets - Your Way to Top Audio Quality,1,195,918,8,39,1,2.5,179010,2015,11,Voiceover Audio Secrets  Way Audio Quality
jQuery UI In Depth,1,25,1520,21,52,0,10.5,38000,2013,7,jQuery UI Depth
Codeless Website Development with Adobe Muse,1,50,461,67,46,0,3.5,23050,2015,2,Codeless Website Development Adobe Muse
Learn To Build A Google Map App Using Angular 2,1,30,116,12,7,1,1.0,3480,2016,11,Learn Build Google Map App Angular 2
Learn Reactivex From Ground Up,1,40,207,32,32,2,5.0,8280,2016,9,Learn Reactivex Ground
Learn HTML in 59 Minutes - Your intro to front-end dev,1,35,333,15,14,1,1.0,11655,2015,7,Learn HTML 59 Minutes  intro frontend dev
WordPress Theme Customization 101 (for beginners),1,40,305,40,9,1,2.0,12200,2015,6,WordPress Theme Customization 101 for beginners
Supercharging Development With Atom Text Editor,1,20,644,42,28,0,1.5,12880,2015,9,Supercharging Development Atom Text Editor
Master WCF 4.0 From Scratch Using C#,1,50,415,67,53,0,7.0,20750,2015,11,Master WCF 40 Scratch C
Drupal 7 for Beginners,1,35,926,102,37,0,2.5,32410,2012,6,Drupal 7 Beginners
Critical Web Dev Skills & Tools for the Non-Tech Hustler,0,0,3118,8,33,0,1.5,0,2016,12,Critical Web Dev Skills  Tools NonTech Hustler
Install WordPress on Computer using XAMPP,0,0,4290,150,15,1,0.6166666666666667,0,2015,8,Install WordPress Computer XAMPP
Java Web Services Part 2,1,20,959,51,74,2,3.0,19180,2017,1,Java Web Services 2
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,1,195,55332,1225,144,0,20.0,10789740,2015,9,Complete PHP Course Bootstrap3 CMS System  Admin Panel
Learn To Create WordPress Themes By Building 10 Projects,1,60,2273,384,91,0,16.5,136380,2016,5,Learn Create WordPress Themes Building 10 Projects
The Complete NodeJS Course: Build a Full Business Rating App,1,195,17784,260,61,0,12.5,3467880,2017,2,Complete NodeJS Course Build Business Rating App
Master the MEAN Stack - Learn By Example,1,195,25799,382,42,2,4.5,5030805,2016,1,Master MEAN Stack  Learn Example
First Web Application with Spring Boot,1,40,2865,95,32,1,4.0,114600,2017,1,Web Application Spring Boot
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,1,200,346,28,74,1,8.5,69200,2017,6,HTML5 CSS3 Learn Web Design HTML  CSS  Bootstrap
Backbone Tutorial: Learn Backbonejs from Scratch,1,90,4957,634,60,0,5.5,446130,2014,10,Backbone Tutorial Learn Backbonejs Scratch
AngularJS Custom Directives with Dan Wahlin,1,75,4128,434,61,0,6.0,309600,2015,2,AngularJS Custom Directives Dan Wahlin
Angular 2+ with Typescript - Essential Training,1,195,29348,780,66,1,3.0,5722860,2016,11,Angular 2 Typescript  Essential Training
Learn Angular 2 from Beginner to Advanced,1,195,32696,526,67,1,10.0,6375720,2016,10,Learn Angular 2 Beginner Advanced
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,1,30,3503,123,41,1,4.0,105090,2016,10,Create eCommerce Wordpress Website 2016  New Divi Theme
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,1,195,2354,16,45,0,4.0,459030,2016,8,HTML5 CSS3  Landing Pages Entrepreneurs 2016
Learning Docker and Kubernetes by Lab,1,30,586,54,56,0,5.0,17580,2017,2,Learning Docker Kubernetes Lab
Projects in ExpressJS - Learn ExpressJs building 10 projects,1,50,1949,149,102,0,15.5,97450,2015,9,Projects ExpressJS  Learn ExpressJs building 10 projects
PHP For Beginners : Learn PHP From Scratch!,1,100,1825,17,58,0,3.5,182500,2016,11,PHP Beginners  Learn PHP Scratch
Bootstrap 4.0 New Features: Build Responsive Website,1,40,2296,28,14,0,1.5,91840,2016,6,Bootstrap 40 New Features Build Responsive Website
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,1,30,550,97,70,0,9.0,16500,2016,12,ASPNET MVC 5 Project  CMS Shopping Cart Paypal
Professional RESTful API Design using Python Flask,1,120,578,25,36,2,4.5,69360,2017,1,Professional RESTful API Design Python Flask
HTML5 APIs For JavaScript - A Course For Web Developers ,1,50,7706,62,45,0,5.0,385300,2012,11,HTML5 APIs JavaScript  Course Web Developers
Learn Python Django - A Hands-On Course,1,50,1339,21,18,1,2.0,66950,2017,1,Learn Python Django  HandsOn Course
Comprehensive JavaScript Programming,1,20,6760,84,27,0,3.0,135200,2013,11,Comprehensive JavaScript Programming
Security for your WordPress site,1,85,1096,8,7,1,0.6333333333333333,93160,2017,2,Security WordPress site
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,1,50,7407,172,147,0,20.0,370350,2014,3,Try Django 19  Build Blog Learn Pythons 1 Library
Accelerated ES6 JavaScript Training,1,110,5811,850,114,2,6.0,639210,2016,7,Accelerated ES6 JavaScript Training
AWS Serverless APIs & Apps - A Complete Introduction,1,145,2145,166,136,0,8.0,311025,2017,6,AWS Serverless APIs  Apps  Complete Introduction
Python and Django Full Stack Web Developer Bootcamp,1,200,11832,1883,191,0,31.5,2366400,2017,2,Python Django Stack Web Developer Bootcamp
The Complete Elixir and Phoenix Bootcamp,1,50,5279,1375,123,0,14.5,263950,2016,10,Complete Elixir Phoenix Bootcamp
Build a Real-world App with ASP.NET Core and Angular 2 (4+),1,190,5332,828,160,2,10.5,1013080,2017,3,Build Realworld App ASPNET Core Angular 2 4
REST APIs with Flask and Python,1,110,5151,737,115,2,12.5,566610,2016,11,REST APIs Flask Python
Angular 4 (formerly Angular 2) - The Complete Guide,1,190,73783,19649,329,0,22.0,14018770,2016,2,Angular 4 formerly Angular 2  Complete Guide
Build Websites from Scratch with HTML & CSS,1,145,51257,1955,77,1,8.0,7432265,2013,9,Build Websites Scratch HTML  CSS
PHP for Beginners -Become a PHP Master - Project Included,1,200,28880,4316,286,0,30.5,5776000,2015,2,PHP Beginners Become PHP Master  Project Included
The Professional Ruby on Rails Developer,1,100,17334,676,96,0,17.0,1733400,2015,2,Professional Ruby Rails Developer
The Complete Ruby on Rails Developer Course,1,195,33677,3809,283,0,31.5,6567015,2015,10,Complete Ruby Rails Developer Course
Docker Technologies for DevOps and Developers,1,30,19210,3137,44,0,3.0,576300,2016,8,Docker Technologies DevOps Developers
JavaScript programming: JavaScript for beginners,1,55,2215,223,74,1,5.0,121825,2016,4,JavaScript programming JavaScript beginners
JSON in Action: Build JSON-Based Applications,1,50,1322,171,37,0,3.5,66100,2016,3,JSON Action Build JSONBased Applications
Learn Ruby Programming The Easy Way,1,35,3485,22,19,0,2.0,121975,2015,9,Learn Ruby Programming Easy Way
Learn OAuth 2.0 - Get started as an API Security Expert,1,95,2185,283,45,0,3.5,207575,2015,7,Learn OAuth 20  started API Security Expert
AngularJS For .Net Developers From Scratch,1,50,2494,303,40,2,4.5,124700,2016,3,AngularJS Net Developers Scratch
"Jekyll: make fast, secure static sites and blogs with Jekyll",1,45,2091,86,29,1,2.5,94095,2016,2,Jekyll fast secure static sites blogs Jekyll
HTML and CSS BootCamp for Beginners,1,30,1777,35,48,1,6.5,53310,2017,1,HTML CSS BootCamp Beginners
Hosting Django: Amazon Web Services (AWS) Fundamentals,1,45,2573,103,46,0,5.5,115785,2015,10,Hosting Django Amazon Web Services AWS Fundamentals
Angular Advanced MasterClass & FREE E-Book,1,150,228,9,72,2,6.5,34200,2017,7,Angular Advanced MasterClass  FREE EBook
Learn Responsive Web Development from Scratch,0,0,59639,2692,24,0,4.5,0,2013,12,Learn Responsive Web Development Scratch
Build WordPress Plugin to extend Beaver Builder,1,50,1705,26,17,2,2.0,85250,2016,7,Build WordPress Plugin extend Beaver Builder
Coding Made Easy: A Beginners Guide To JavaScript,1,40,1950,33,16,1,1.0,78000,2016,9,Coding Easy Beginners Guide JavaScript
The Complete Developers Guide to MongoDB,1,150,10945,1286,129,0,13.5,1641750,2016,11,Complete Developers Guide MongoDB
Electron for Desktop Apps: The Complete Developer's Guide,1,50,2606,241,77,1,8.0,130300,2017,5,Electron Desktop Apps Complete Developers Guide
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),1,190,17671,4675,329,0,18.0,3357490,2016,11,Vue JS 2  Complete Guide incl Vue Router  Vuex
"React JS, Angular & Vue JS - Quickstart & Comparison",1,160,2273,288,142,1,8.0,363680,2017,5,React JS Angular  Vue JS  Quickstart  Comparison
The Complete JavaScript Course: Build a Real-World Project,1,195,27801,4340,113,0,17.5,5421195,2016,10,Complete JavaScript Course Build RealWorld Project
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,1,150,17297,3166,111,0,8.5,2594550,2016,5,Angular Angular 2 4  NodeJS  MEAN Stack Guide
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,1,150,40070,8341,194,0,9.5,6010500,2016,3,Angular 2 TypeScript Beginners Pragmatic Guide
Meteor and React for Realtime Apps,1,140,6527,1384,111,0,9.0,913780,2016,5,Meteor React Realtime Apps
The Web Developer Bootcamp,1,200,121584,27445,342,0,43.0,24316800,2015,11,Web Developer Bootcamp
AngularJS JumpStart with Dan Wahlin,1,75,17802,2144,113,0,10.0,1335150,2014,3,AngularJS JumpStart Dan Wahlin
The Complete Web Developer Course 2.0,1,200,114512,22412,304,0,30.5,22902400,2016,3,Complete Web Developer Course 20
Ultimate Web Designer & Developer Course: Build 23 Projects!,1,200,33788,4434,246,0,32.5,6757600,2015,8,Ultimate Web Designer  Developer Course Build 23 Projects
ExpressJS Fundamentals,0,0,21245,914,9,1,1.0,0,2016,1,ExpressJS Fundamentals
REST WCF Service in ASP.NET,0,0,7905,561,5,0,0.6833333333333333,0,2016,6,REST WCF Service ASPNET
Projects in Node.js - Learn by Example,1,195,869,99,38,0,5.0,169455,2016,4,Projects Nodejs  Learn Example
Building Data Visualizations with D3 and Angular 2,1,125,293,30,31,1,3.5,36625,2017,2,Building Data Visualizations D3 Angular 2
Learn Object Oriented PHP By Building a Complete Website,0,0,36322,2618,32,0,4.5,0,2016,3,Learn Object Oriented PHP Building Complete Website
Web Programming Course : Asp.Net MVC,1,100,2760,76,26,0,3.5,276000,2015,7,Web Programming Course  AspNet MVC
Learn Spring Framework Practically - Hands On Recipies,1,145,522,50,48,0,5.5,75690,2016,8,Learn Spring Framework Practically  Hands Recipies
One-stop Ruby on Rails: Build Web Applications from Scratch,1,145,1628,162,129,0,18.5,236060,2015,1,Onestop Ruby Rails Build Web Applications Scratch
Learn what's new in PHP 7,0,0,12336,271,26,2,3.5,0,2016,4,Learn whats new PHP 7
Dive Into Docker: The Docker Course for Developers,0,0,6437,313,22,1,1.5,0,2017,4,Dive Docker Docker Course Developers
"Basic Concepts of Web Development, HTTP and Java Servlets",1,35,2797,59,10,1,1.0,97895,2014,8,Basic Concepts Web Development HTTP Java Servlets
The Most Comprehensive Web Development Course,1,200,333,22,353,0,42.0,66600,2017,5,Comprehensive Web Development Course
Learn and Understand AngularJS,1,175,59361,11580,55,0,7.0,10388175,2014,9,Learn Understand AngularJS
JavaScript: Understanding the Weird Parts,1,175,79612,16976,85,0,11.5,13932100,2015,3,JavaScript Understanding Weird Parts
Webpack 2: The Complete Developer's Guide,1,75,8964,1893,56,0,5.5,672300,2017,1,Webpack 2 Complete Developers Guide
Build Responsive Real World Websites with HTML5 and CSS3,1,195,43977,7106,77,0,12.0,8575515,2015,3,Build Responsive Real World Websites HTML5 CSS3
ES6 Javascript: The Complete Developer's Guide,1,80,13010,2709,68,1,6.5,1040800,2016,7,ES6 Javascript Complete Developers Guide
Learn and Understand NodeJS,1,195,58208,11123,98,0,13.0,11350560,2015,8,Learn Understand NodeJS
Understanding TypeScript,1,110,9132,1560,137,0,7.0,1004520,2016,9,Understanding TypeScript
Advanced React and Redux,1,140,21998,3326,119,2,12.0,3079720,2016,3,Advanced React Redux
Modern React with Redux,1,180,50815,15117,150,0,26.5,9146700,2015,12,Modern React Redux
Angular Styling & Animations (for Angular 2 and Angular 4),1,120,4138,307,107,2,6.0,496560,2017,3,Angular Styling  Animations for Angular 2 Angular 4
